SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity,z_vcb,z_spl,z_art,Dim.1,Dim.2,lang_type_ortho,lang_type_semantic
S201,Providence,NA,TRUE,NA,2023-06-12,Female,NA,Hispanic or Latino,American Indian or Alaska Native,100,1-3 hours,Yes,English,NA,68,12,85,37,13,74,38,28,10,58,average,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.0385203756456989,0.768146934030068,-0.628588649584734,-0.0030267836972828316,0.9194838189464165,High,Low
S202,Providence,NA,TRUE,NA,2023-06-13,Female,NA,Not Hispanic or Latino,Asian,80.9,Not at all only for school,Yes,English,NA,65,15,81.25,32,18,64,42,24,18,50,average,22,10,22,10,32,0.6875,0.3125,0.636192958476337,-0.636192958476337,0.375,1.27238591695267,Sensitive,-0.698035898064493,0.296404523457255,0.117138567245449,-0.20006631500647173,0.44820702335102675,High,Low
S203,Providence,NA,TRUE,NA,2023-06-13,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,70,10,87.5,42,8,84,41,25,16,70,average,22,10,22,10,32,0.6875,0.3125,0.636192958476337,-0.636192958476337,0.375,1.27238591695267,Sensitive,0.620995146773095,1.08264187441194,-0.0692932369620966,0.9010903233991739,0.7425958782049776,High,High
S204,Providence,Alpha,FALSE,NA,2023-06-14,Male,NA,Not Hispanic or Latino,White,90.4,1-3 hours,Yes,English,NA,73,7,91.25,38,12,76,43,23,20,97,superior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09338272883806,1.55438428498476,0.303570371452995,1.0509388750859656,1.182066159373281,High,High
S205,Providence,NA,TRUE,NA,2023-06-14,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,62,18,77.5,33,17,66,36,30,6,75,average,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.566132793580734,-0.175337887115558,-1.00145225799983,-1.0419893056906837,0.43806864588313604,High,Low
S206,Providence,NA,TRUE,NA,2023-06-15,Female,NA,Hispanic or Latino,White,90.9,1-3 hours,Yes,English,NA,64,16,80,42,8,84,42,24,18,50,average,25,7,25,7,32,0.78125,0.21875,1.21511186858081,-1.21511186858081,0.5625,2.43022373716161,Sensitive,0.620995146773095,0.139157053266317,0.117138567245449,0.5218710096692029,-0.14017635944592224,Low,High
S207,Providence,Alpha,FALSE,NA,2023-06-20,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,21,29,42,39,27,12,35,average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14897004738584,0.61089946383913,-0.442156845377188,-1.2585779285071133,1.4368132657839565,High,Low
S208,Providence,NA,TRUE,NA,2023-06-20,Male,24,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,69,11,86.25,44,6,88,45,21,24,61,average,27,5,27,5,32,0.84375,0.15625,1.60105780865045,-1.60105780865045,0.6875,3.20211561730091,Sensitive,0.884801355740613,0.925394404221005,0.676433979868087,1.4307814189756907,0.22370316595642042,High,High
S209,Providence,NA,TRUE,NA,2023-06-26,Male,NA,Not Hispanic or Latino,White,91.3,Not at all only for school,Yes,English,NA,59,21,73.75,36,14,72,42,24,18,50,average,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-0.170423480129458,-0.647080297688371,0.117138567245449,-0.37043849544409396,-0.5426328954367535,Low,Low
S210,Providence,NA,TRUE,NA,2023-06-27,Female,NA,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,57,23,71.25,30,20,60,35,31,4,73,average,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-0.961842107032011,-0.961575238070247,-1.18788406220737,-1.8058444655204113,-0.02710806449468468,Low,Low
S211,Providence,NA,TRUE,NA,2023-06-27,Female,NA,Not Hispanic or Latino,White,90.9,1-3 hours,Yes,english,NA,62,18,77.5,32,18,64,36,30,6,65,average,15,17,15,17,32,0.46875,0.53125,-0.714617831767427,0.714617831767426,-0.0625,-1.42923566353485,Insensitive,-0.698035898064493,-0.175337887115558,-1.00145225799983,-1.1223820936994637,0.48341615263302734,High,Low
S212,Providence,NA,TRUE,NA,2023-06-27,Female,NA,Not Hispanic or Latino,White,83.3,Not at all only for school,Yes,english,NA,56,24,70,19,31,38,30,36,-6,79,above average,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-2.41277625635336,-1.11882270826118,-2.1200430832451,-3.3357757827429637,0.7034179237695073,High,Low
S213,Providence,NA,TRUE,NA,2023-07-05,Female,NA,Not Hispanic or Latino,White,83.3,Not at all only for school,Yes,English,NA,50,30,62.5,26,24,52,34,32,2,23,below average,13,18,13,18,31,0.41935483870967694,0.580645161290323,-1.01963962311279,1.01963962311279,-0.161290322580645,-2.03927924622559,Insensitive,-1.48945452496705,-2.06230752940681,-1.37431586641492,-2.8140735241831654,-0.7167538987186857,Low,Low
S214,Providence,NA,TRUE,NA,2023-07-05,Male,NA,Not Hispanic or Latino,White,72.7,1-3 hours,Yes,English,NA,57,23,71.25,43,7,86,38,28,10,73,average,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,0.752898251256854,-0.961575238070247,-0.628588649584734,-0.4225661651779629,-0.8365926898313253,Low,Low
S215,Providence,NA,TRUE,NA,2023-07-06,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,55,25,68.75,37,13,74,35,31,4,42,average,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-0.0385203756456989,-1.27607017845212,-1.18788406220737,-1.4070760602831998,-0.6143572423399956,Low,Low
S216,Providence,NA,TRUE,NA,2023-07-06,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,60,20,75,34,16,68,41,25,16,61,average,25,7,25,7,32,0.78125,0.21875,1.21511186858081,-1.21511186858081,0.5625,2.43022373716161,Sensitive,-0.434229689096975,-0.489832827497434,-0.0692932369620966,-0.5619575347923002,-0.24370722077625045,Low,Low
S217,Providence,NA,TRUE,NA,2023-07-11,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,34,16,68,35,31,4,70,average,24,8,24,8,32,0.75,0.25,1.02213889854598,-1.02213889854598,0.5,2.04427779709197,Sensitive,-0.434229689096975,0.61089946383913,-1.18788406220737,-0.6643677593640562,1.1405850614861086,High,Low
S218,Providence,NA,TRUE,NA,2023-09-27,Male,19,Not Hispanic or Latino,White,83,1-3 hours,Yes,English,NA,63,17,78.75,24,26,48,43,23,20,NA,NA,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-1.75326073393456,-0.0180904169246208,0.303570371452995,-0.8944657111581871,0.46784810089140066,High,Low
S219,Providence,NA,TRUE,NA,2023-10-04,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,73,7,91.25,37,13,74,41,25,16,39,Average,15,14,15,14,29,0.517241379310345,0.482758620689655,-0.41517701619614894,0.41517701619614894,0.0344827586206897,-0.830354032392298,Insensitive,-0.0385203756456989,1.55438428498476,-0.0692932369620966,0.7450980495916454,1.3740583578485417,High,High
S220,Providence,NA,TRUE,NA,2023-10-06,Male,20,Not Hispanic or Latino,White,100,6+ hours,Yes,English,NA,62,18,77.5,30,20,60,35,31,4,89,Above Average,19,12,19,12,31,0.612903225806452,0.387096774193548,0.175547804199662,-0.175547804199662,0.225806451612903,0.351095608399324,Insensitive,-0.961842107032011,-0.175337887115558,-1.18788406220737,-1.3958916884597932,0.6474335119954945,High,Low
S221,Providence,NA,TRUE,NA,2023-10-13,Female,19,Not Hispanic or Latino,White,83,Not at all only for school,Yes,English,NA,66,14,82.5,27,23,54,36,30,6,42,average,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.35755142048329,0.453651993648192,-1.00145225799983,-1.1963838120948687,1.2497869475746273,High,Low
S222,Providence,NA,TRUE,NA,2023-10-17,Male,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,41,9,82,48,18,30,25,Average,26,6,26,6,32,0.8125,0.1875,1.40808483861563,-1.40808483861563,0.625,2.81616967723126,Sensitive,0.489092042289336,0.61089946383913,1.23572939249073,1.3637940003534148,-0.13003798197803149,Low,High
S223,Providence,NA,TRUE,NA,2023-10-18,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,57,23,71.25,29,21,58,37,29,8,47,Average,29,2,29,2,31,0.935483870967742,0.0645161290322581,2.16752684972042,-2.16752684972042,0.870967741935484,4.33505369944084,Sensitive,-1.09374521151577,-0.961575238070247,-0.81502045379228,-1.6607892160436506,-0.1284052494701628,Low,Low
S224,Providence,NA,TRUE,NA,2023-10-19,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,63,17,78.75,29,21,58,37,29,8,32,Average,30,2,30,2,32,0.9375,0.0625,2.17997671875492,-2.17997671875492,0.875,4.35995343750985,Sensitive,-1.09374521151577,-0.0180904169246208,-0.81502045379228,-1.1688458835709092,0.6810446423180523,High,Low
S225,Providence,NA,TRUE,NA,2023-10-20,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,59,21,73.75,23,27,46,35,31,4,32,Average,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.88516383841832,-0.647080297688371,-1.18788406220737,-2.2046128707576225,0.5601411133506261,High,Low
S226,Providence,NA,TRUE,NA,2023-10-26,Female,19,Not Hispanic or Latino,White,91.3,1-3 hours,Yes,English,NA,63,17,78.75,31,19,62,41,25,16,65,average,17,14,17,14,31,0.548387096774194,0.451612903225806,-0.22284800490449,0.222848004904489,0.0967741935483871,-0.44569600980898,Insensitive,-0.829939002548252,-0.0180904169246208,-0.0692932369620966,-0.557164232582269,0.2970602453675309,High,Low
S227,Providence,EEGError,FALSE,NA,2023-10-26,Female,18,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,54,26,67.5,17,33,34,26,40,-14,58,average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67658246532087,-1.43331764864306,-2.86577030007529,-4.111438544555851,0.8175856901239567,High,Low
S228,Providence,NA,TRUE,NA,2023-11-08,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,58,22,72.5,25,25,50,39,27,12,30,Average,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-1.6213576294508,-0.804327767879309,-0.442156845377188,-1.6749217751811056,0.04124840110206881,High,Low
S229,Providence,NA,TRUE,NA,2023-11-29,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,53,27,66.25,29,21,58,35,31,4,35,average,14,18,14,18,32,0.4375,0.5625,-0.90759080180225,0.90759080180225,-0.125,-1.8151816036045,Insensitive,-1.09374521151577,-1.590565118834,-1.18788406220737,-2.214199475177685,-0.5213938189369368,Low,Low
S230,Providence,NA,TRUE,NA,2023-11-30,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,61,19,76.25,34,16,68,37,29,8,95,Superior,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,-0.434229689096975,-0.332585357306496,-0.81502045379228,-0.9308630543512573,0.18449047797252413,High,Low
S231,Providence,MissingEEG,FALSE,NA,2023-12-07,Female,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,61,19,76.25,25,25,50,37,29,8,65,Average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6213576294508,-0.332585357306496,-0.81502045379228,-1.6543981464302753,0.5926180387215457,High,Low
S232,Providence,NA,TRUE,NA,2023-12-07,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,61,19,76.25,27,23,54,35,31,4,NA,NA,24,8,24,8,32,0.75,0.25,1.02213889854598,-1.02213889854598,0.5,2.04427779709197,Sensitive,-1.35755142048329,-0.332585357306496,-1.18788406220737,-1.7190606078982567,0.6485677169471326,High,Low
S233,Providence,NA,TRUE,NA,2023-12-08,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,62,18,77.5,33,17,66,44,22,22,NA,NA,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.566132793580734,-0.175337887115558,0.490002175660541,-0.14019715574852235,-0.1485101210183415,Low,Low
S234,Providence,EEGError,FALSE,NA,2023-12-12,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,52,28,65,29,21,58,37,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09374521151577,-1.74781258902493,-0.81502045379228,-2.0707419931042685,-0.8029468259603422,Low,Low
S235,Providence,NA,TRUE,NA,2024-02-12,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,57,23,71.25,38,12,76,39,27,12,NA,NA,12,19,12,19,31,0.387096774193548,0.612903225806452,-1.21883752766487,1.21883752766487,-0.225806451612903,-2.43767505532974,Insensitive,0.09338272883806,-0.961575238070247,-0.442156845377188,-0.7118060864790918,-0.6831775019445537,Low,Low
S236,Providence,NA,TRUE,NA,2024-02-15,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,68,12,85,41,9,82,42,24,18,NA,NA,31,1,31,1,32,0.96875,0.03125,2.37294968878975,-2.37294968878975,0.9375,4.74589937757949,Sensitive,0.489092042289336,0.768146934030068,0.117138567245449,0.7694404433089171,0.44480440849611247,High,High
S237,Providence,NA,TRUE,NA,2024-02-15,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,64,16,80,36,14,72,41,25,16,NA,NA,15,17,15,17,32,0.46875,0.53125,-0.714617831767427,0.714617831767426,-0.0625,-1.42923566353485,Insensitive,-0.170423480129458,0.139157053266317,-0.0692932369620966,-0.07320973712624636,0.20523102691611025,High,Low
S238,Providence,NA,TRUE,NA,2024-02-26,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,47,33,58.75,28,22,56,33,33,0,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,-1.22564831599953,-2.53404993997962,-1.56074767062246,-3.011983633144747,-1.1388515122498915,Low,Low
S239,Providence,NA,TRUE,NA,2024-02-29,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,55,25,68.75,27,23,54,43,23,20,NA,NA,13,17,13,17,30,0.43333333333333296,0.566666666666667,-0.933320531140227,0.933320531140226,-0.133333333333333,-1.86664106228045,Insensitive,-1.35755142048329,-1.27607017845212,0.303570371452995,-1.3092117904288365,-0.7474609417425601,Low,Low
S240,Providence,NA,TRUE,NA,2024-03-04,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,60,20,75,34,16,68,43,23,20,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-0.434229689096975,-0.489832827497434,0.303570371452995,-0.33650949730675983,-0.3903519125016199,Low,Low
S241,Providence,NA,TRUE,NA,2024-04-04,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,65,15,81.25,37,13,74,42,24,18,NA,NA,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-0.0385203756456989,0.296404523457255,0.117138567245449,0.20189762503742728,0.22146948960157026,High,High
S242,Providence,NA,TRUE,NA,2024-04-10,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,64,16,80,32,18,64,38,28,10,NA,NA,11,20,11,20,31,0.354838709677419,0.645161290322581,-1.41803543221694,1.41803543221694,-0.290322580645161,-2.83607086443389,Insensitive,-0.698035898064493,0.139157053266317,-0.628588649584734,-0.7329529453896763,0.6065880915037296,High,Low
S243,Providence,NA,TRUE,NA,2024-04-11,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,53,27,66.25,25,25,50,38,28,10,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-1.6213576294508,-1.590565118834,-0.628588649584734,-2.197598570984494,-0.5599708295254259,Low,Low
S244,Providence,NA,TRUE,NA,2024-04-22,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,61,19,76.25,28,22,56,36,30,6,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-1.22564831599953,-0.332585357306496,-1.00145225799983,-1.5259438011467064,0.5298978643345567,High,Low
S245,Providence,NA,TRUE,NA,2024-05-02,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,55,25,68.75,28,22,56,38,28,10,NA,NA,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.22564831599953,-1.27607017845212,-0.628588649584734,-1.7924390961339076,-0.42619671917902796,Low,Low
