SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity,z_vcb,z_spl,z_art,Dim.1,Dim.2,lang_type_ortho,lang_type_semantic
176,Hampshire,NA,1,1,2019-04-30,Female,21,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,72,8,90,45,5,90,37,29,8,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,1.0167044602243716,1.3971368147938181,-0.8150204537922804,0.8553537232786802,1.1696593720021142,High Orthographic,High Semantic
177,Hampshire,NA,1,1,2019-05-02,Male,21,Not Hispanic or Latino,White,9,4-6 hours,Yes,English,No,66,14,82.5,47,3,94,51,15,36,NA,NA,21,11,21,11,32,0.65625,0.34375,0.486602160953038,-0.486602160953038,0.3125,0.973204321906076,Insensitive,1.2805106691918893,0.4536519936481922,1.795024805113363,2.1023322292222804,-0.7569983753634693,Low Orthographic,High Semantic
201,Providence,NA,1,1,2023-06-12,Female,NA,Hispanic or Latino,American Indian or Alaska Native,100,1-3 hours,Yes,English,NA,68,12,85,37,13,74,38,28,10,58,average,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.038520375645698865,0.7681469340300675,-0.6285886495847345,-0.0030267836972828316,0.9194838189464165,High Orthographic,Low Semantic
202,Providence,NA,1,1,2023-06-13,Female,NA,Not Hispanic or Latino,Asian,80.9,Not at all only for school,Yes,English,NA,65,15,81.25,32,18,64,42,24,18,50,average,22,10,22,10,32,0.6875,0.3125,0.636192958476337,-0.636192958476337,0.375,1.27238591695267,Sensitive,-0.698035898064493,0.29640452345725454,0.11713856724544937,-0.20006631500647173,0.44820702335102675,High Orthographic,Low Semantic
203,Providence,NA,1,1,2023-06-13,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,70,10,87.5,42,8,84,41,25,16,70,average,22,10,22,10,32,0.6875,0.3125,0.636192958476337,-0.636192958476337,0.375,1.27238591695267,Sensitive,0.6209951467730952,1.0826418744119428,-0.06929323696209659,0.9010903233991739,0.7425958782049776,High Orthographic,High Semantic
204,Providence,Alpha,0,1,2023-06-14,Male,NA,Not Hispanic or Latino,White,90.4,1-3 hours,Yes,English,NA,73,7,91.25,38,12,76,43,23,20,97,superior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09338272883805995,1.5543842849847558,0.3035703714529953,1.0509388750859656,1.182066159373281,High Orthographic,High Semantic
205,Providence,NA,1,1,2023-06-14,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,62,18,77.5,33,17,66,36,30,6,75,average,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.5661327935807341,-0.17533788711555845,-1.0014522579998264,-1.0419893056906837,0.43806864588313604,High Orthographic,Low Semantic
206,Providence,NA,1,1,2023-06-15,Female,NA,Hispanic or Latino,White,90.9,1-3 hours,Yes,English,NA,64,16,80,42,8,84,42,24,18,50,average,25,7,25,7,32,0.78125,0.21875,1.21511186858081,-1.21511186858081,0.5625,2.43022373716161,Sensitive,0.6209951467730952,0.13915705326631686,0.11713856724544937,0.5218710096692029,-0.14017635944592224,Low Orthographic,High Semantic
207,Providence,Alpha,0,1,2023-06-20,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,21,29,42,39,27,12,35,average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14897004738584,0.6108994638391299,-0.44215684537718847,-1.2585779285071133,1.4368132657839565,High Orthographic,Low Semantic
208,Providence,NA,1,1,2023-06-20,Male,24,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,69,11,86.25,44,6,88,45,21,24,61,average,27,5,27,5,32,0.84375,0.15625,1.60105780865045,-1.60105780865045,0.6875,3.20211561730091,Sensitive,0.8848013557406128,0.9253944042210052,0.6764339798680872,1.4307814189756907,0.22370316595642042,High Orthographic,High Semantic
209,Providence,NA,1,1,2023-06-26,Male,NA,Not Hispanic or Latino,White,91.3,Not at all only for school,Yes,English,NA,59,21,73.75,36,14,72,42,24,18,50,average,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-0.17042348012945768,-0.6470802976883714,0.11713856724544937,-0.37043849544409396,-0.5426328954367535,Low Orthographic,Low Semantic
210,Providence,NA,1,1,2023-06-27,Female,NA,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,57,23,71.25,30,20,60,35,31,4,73,average,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-0.9618421070320106,-0.9615752380702467,-1.1878840622073723,-1.8058444655204113,-0.02710806449468468,Low Orthographic,Low Semantic
211,Providence,NA,1,1,2023-06-27,Female,NA,Not Hispanic or Latino,White,90.9,1-3 hours,Yes,english,NA,62,18,77.5,32,18,64,36,30,6,65,average,15,17,15,17,32,0.46875,0.53125,-0.714617831767427,0.714617831767426,-0.0625,-1.42923566353485,Insensitive,-0.698035898064493,-0.17533788711555845,-1.0014522579998264,-1.1223820936994637,0.48341615263302734,High Orthographic,Low Semantic
212,Providence,NA,1,1,2023-06-27,Female,NA,Not Hispanic or Latino,White,83.3,Not at all only for school,Yes,english,NA,56,24,70,19,31,38,30,36,-6,79,above average,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-2.4127762563533577,-1.1188227082611844,-2.1200430832451023,-3.3357757827429637,0.7034179237695073,High Orthographic,Low Semantic
213,Providence,NA,1,1,2023-07-05,Female,NA,Not Hispanic or Latino,White,83.3,Not at all only for school,Yes,English,NA,50,30,62.5,26,24,52,34,32,2,23,below average,13,18,13,18,31,0.41935483870967694,0.580645161290323,-1.01963962311279,1.01963962311279,-0.161290322580645,-2.03927924622559,Insensitive,-1.489454524967046,-2.0623075294068105,-1.3743158664149182,-2.8140735241831654,-0.7167538987186857,Low Orthographic,Low Semantic
214,Providence,NA,1,1,2023-07-05,Male,NA,Not Hispanic or Latino,White,72.7,1-3 hours,Yes,English,NA,57,23,71.25,43,7,86,38,28,10,73,average,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,0.7528982512568541,-0.9615752380702467,-0.6285886495847345,-0.4225661651779629,-0.8365926898313253,Low Orthographic,Low Semantic
215,Providence,NA,1,1,2023-07-06,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,55,25,68.75,37,13,74,35,31,4,42,average,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-0.038520375645698865,-1.276070178452122,-1.1878840622073723,-1.4070760602831998,-0.6143572423399956,Low Orthographic,Low Semantic
216,Providence,NA,1,1,2023-07-06,Female,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,60,20,75,34,16,68,41,25,16,61,average,25,7,25,7,32,0.78125,0.21875,1.21511186858081,-1.21511186858081,0.5625,2.43022373716161,Sensitive,-0.4342296890969753,-0.48983282749743373,-0.06929323696209659,-0.5619575347923002,-0.24370722077625045,Low Orthographic,Low Semantic
217,Providence,NA,1,1,2023-07-11,Male,NA,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,34,16,68,35,31,4,70,average,24,8,24,8,32,0.75,0.25,1.02213889854598,-1.02213889854598,0.5,2.04427779709197,Sensitive,-0.4342296890969753,0.6108994638391299,-1.1878840622073723,-0.6643677593640562,1.1405850614861086,High Orthographic,Low Semantic
218,Providence,NA,1,1,2023-09-27,Male,19,Not Hispanic or Latino,White,83,1-3 hours,Yes,English,NA,63,17,78.75,24,26,48,43,23,20,NA,NA,15,16,15,16,31,0.483870967741936,0.516129032258065,-0.621243814008641,0.621243814008641,-0.032258064516129,-1.24248762801728,Insensitive,-1.7532607339345634,-0.01809041692462079,0.3035703714529953,-0.8944657111581871,0.46784810089140066,High Orthographic,Low Semantic
219,Providence,NA,1,1,2023-10-04,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,73,7,91.25,37,13,74,41,25,16,39,Average,15,14,15,14,29,0.517241379310345,0.482758620689655,-0.41517701619614894,0.41517701619614894,0.0344827586206897,-0.830354032392298,Insensitive,-0.038520375645698865,1.5543842849847558,-0.06929323696209659,0.7450980495916454,1.3740583578485417,High Orthographic,High Semantic
220,Providence,NA,1,1,2023-10-06,Male,20,Not Hispanic or Latino,White,100,6+ hours,Yes,English,NA,62,18,77.5,30,20,60,35,31,4,89,Above Average,19,12,19,12,31,0.612903225806452,0.387096774193548,0.175547804199662,-0.175547804199662,0.225806451612903,0.351095608399324,Insensitive,-0.9618421070320106,-0.17533788711555845,-1.1878840622073723,-1.3958916884597932,0.6474335119954945,High Orthographic,Low Semantic
221,Providence,NA,1,1,2023-10-13,Female,19,Not Hispanic or Latino,White,83,Not at all only for school,Yes,English,NA,66,14,82.5,27,23,54,36,30,6,42,average,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.357551420483287,0.4536519936481922,-1.0014522579998264,-1.1963838120948687,1.2497869475746273,High Orthographic,Low Semantic
222,Providence,NA,1,1,2023-10-17,Male,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,67,13,83.75,41,9,82,48,18,30,25,Average,26,6,26,6,32,0.8125,0.1875,1.40808483861563,-1.40808483861563,0.625,2.81616967723126,Sensitive,0.4890920422893364,0.6108994638391299,1.235729392490725,1.3637940003534148,-0.13003798197803149,Low Orthographic,High Semantic
223,Providence,NA,1,1,2023-10-18,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,57,23,71.25,29,21,58,37,29,8,47,Average,29,2,29,2,31,0.935483870967742,0.0645161290322581,2.16752684972042,-2.16752684972042,0.870967741935484,4.33505369944084,Sensitive,-1.0937452115157693,-0.9615752380702467,-0.8150204537922804,-1.6607892160436506,-0.1284052494701628,Low Orthographic,Low Semantic
224,Providence,NA,1,1,2023-10-19,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,63,17,78.75,29,21,58,37,29,8,32,Average,30,2,30,2,32,0.9375,0.0625,2.17997671875492,-2.17997671875492,0.875,4.35995343750985,Sensitive,-1.0937452115157693,-0.01809041692462079,-0.8150204537922804,-1.1688458835709092,0.6810446423180523,High Orthographic,Low Semantic
225,Providence,NA,1,1,2023-10-20,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,59,21,73.75,23,27,46,35,31,4,32,Average,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.8851638384183222,-0.6470802976883714,-1.1878840622073723,-2.2046128707576225,0.5601411133506261,High Orthographic,Low Semantic
226,Providence,NA,1,1,2023-10-26,Female,19,Not Hispanic or Latino,White,91.3,1-3 hours,Yes,English,NA,63,17,78.75,31,19,62,41,25,16,65,average,17,14,17,14,31,0.548387096774194,0.451612903225806,-0.22284800490449,0.222848004904489,0.0967741935483871,-0.44569600980898,Insensitive,-0.8299390025482517,-0.01809041692462079,-0.06929323696209659,-0.557164232582269,0.2970602453675309,High Orthographic,Low Semantic
227,Providence,EEGError,0,1,2023-10-26,Female,18,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,54,26,67.5,17,33,34,26,40,-14,58,average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.676582465320875,-1.4333176486430597,-2.865770300075286,-4.111438544555851,0.8175856901239567,High Orthographic,Low Semantic
228,Providence,NA,1,1,2023-11-08,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,58,22,72.5,25,25,50,39,27,12,30,Average,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-1.6213576294508045,-0.804327767879309,-0.44215684537718847,-1.6749217751811056,0.04124840110206881,High Orthographic,Low Semantic
229,Providence,NA,1,1,2023-11-29,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,53,27,66.25,29,21,58,35,31,4,35,average,14,18,14,18,32,0.4375,0.5625,-0.90759080180225,0.90759080180225,-0.125,-1.8151816036045,Insensitive,-1.0937452115157693,-1.5905651188339973,-1.1878840622073723,-2.214199475177685,-0.5213938189369368,Low Orthographic,Low Semantic
230,Providence,NA,1,1,2023-11-30,Female,21,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,61,19,76.25,34,16,68,37,29,8,95,Superior,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,-0.4342296890969753,-0.3325853573064961,-0.8150204537922804,-0.9308630543512573,0.18449047797252413,High Orthographic,Low Semantic
231,Providence,MissingEEG,0,0,2023-12-07,Female,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,61,19,76.25,25,25,50,37,29,8,65,Average,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6213576294508045,-0.3325853573064961,-0.8150204537922804,-1.6543981464302753,0.5926180387215457,High Orthographic,Low Semantic
232,Providence,NA,1,1,2023-12-07,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,61,19,76.25,27,23,54,35,31,4,NA,NA,24,8,24,8,32,0.75,0.25,1.02213889854598,-1.02213889854598,0.5,2.04427779709197,Sensitive,-1.357551420483287,-0.3325853573064961,-1.1878840622073723,-1.7190606078982567,0.6485677169471326,High Orthographic,Low Semantic
233,Providence,NA,1,1,2023-12-08,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,62,18,77.5,33,17,66,44,22,22,NA,NA,16,16,16,16,32,0.5,0.5,-0.521644861732604,0.521644861732603,0,-1.04328972346521,Insensitive,-0.5661327935807341,-0.17533788711555845,0.4900021756605413,-0.14019715574852235,-0.1485101210183415,Low Orthographic,Low Semantic
234,Providence,EEGError,0,1,2023-12-12,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,52,28,65,29,21,58,37,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0937452115157693,-1.747812589024935,-0.8150204537922804,-2.0707419931042685,-0.8029468259603422,Low Orthographic,Low Semantic
235,Providence,NA,1,1,2024-02-12,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,57,23,71.25,38,12,76,39,27,12,NA,NA,12,19,12,19,31,0.387096774193548,0.612903225806452,-1.21883752766487,1.21883752766487,-0.225806451612903,-2.43767505532974,Insensitive,0.09338272883805995,-0.9615752380702467,-0.44215684537718847,-0.7118060864790918,-0.6831775019445537,Low Orthographic,Low Semantic
236,Providence,NA,1,1,2024-02-15,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,68,12,85,41,9,82,42,24,18,NA,NA,31,1,31,1,32,0.96875,0.03125,2.37294968878975,-2.37294968878975,0.9375,4.74589937757949,Sensitive,0.4890920422893364,0.7681469340300675,0.11713856724544937,0.7694404433089171,0.44480440849611247,High Orthographic,High Semantic
237,Providence,NA,1,1,2024-02-15,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,64,16,80,36,14,72,41,25,16,NA,NA,15,17,15,17,32,0.46875,0.53125,-0.714617831767427,0.714617831767426,-0.0625,-1.42923566353485,Insensitive,-0.17042348012945768,0.13915705326631686,-0.06929323696209659,-0.07320973712624636,0.20523102691611025,High Orthographic,Low Semantic
238,Providence,NA,1,1,2024-02-26,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,47,33,58.75,28,22,56,33,33,0,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0572740483718666,-0.0572740483718669,0.1875,0.114548096743733,Insensitive,-1.2256483159995282,-2.5340499399796235,-1.5607476706224641,-3.011983633144747,-1.1388515122498915,Low Orthographic,Low Semantic
239,Providence,NA,1,1,2024-02-29,Male,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,55,25,68.75,27,23,54,43,23,20,NA,NA,13,17,13,17,30,0.43333333333333296,0.566666666666667,-0.933320531140227,0.933320531140226,-0.133333333333333,-1.86664106228045,Insensitive,-1.357551420483287,-1.276070178452122,0.3035703714529953,-1.3092117904288365,-0.7474609417425601,Low Orthographic,Low Semantic
240,Providence,NA,1,1,2024-03-04,Female,19,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,60,20,75,34,16,68,43,23,20,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-0.4342296890969753,-0.48983282749743373,0.3035703714529953,-0.33650949730675983,-0.3903519125016199,Low Orthographic,Low Semantic
241,Providence,NA,1,1,2024-04-04,Female,19,Not Hispanic or Latino,White,100,1-3 hours,Yes,english,NA,65,15,81.25,37,13,74,42,24,18,NA,NA,17,15,17,15,32,0.53125,0.46875,-0.32867189169778,0.32867189169778,0.0625,-0.65734378339556,Insensitive,-0.038520375645698865,0.29640452345725454,0.11713856724544937,0.20189762503742728,0.22146948960157026,High Orthographic,High Semantic
242,Providence,NA,1,1,2024-04-10,Male,22,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,64,16,80,32,18,64,38,28,10,NA,NA,11,20,11,20,31,0.354838709677419,0.645161290322581,-1.41803543221694,1.41803543221694,-0.290322580645161,-2.83607086443389,Insensitive,-0.698035898064493,0.13915705326631686,-0.6285886495847345,-0.7329529453896763,0.6065880915037296,High Orthographic,Low Semantic
243,Providence,NA,1,1,2024-04-11,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,English,NA,53,27,66.25,25,25,50,38,28,10,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-1.6213576294508045,-1.5905651188339973,-0.6285886495847345,-2.197598570984494,-0.5599708295254259,Low Orthographic,Low Semantic
244,Providence,NA,1,1,2024-04-22,Male,20,Not Hispanic or Latino,White,100,1-3 hours,Yes,English,NA,61,19,76.25,28,22,56,36,30,6,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.135698921662957,0.135698921662956,0.125,-0.271397843325913,Insensitive,-1.2256483159995282,-0.3325853573064961,-1.0014522579998264,-1.5259438011467064,0.5298978643345567,High Orthographic,Low Semantic
245,Providence,NA,1,1,2024-05-02,Female,20,Not Hispanic or Latino,White,100,Not at all only for school,Yes,english,NA,55,25,68.75,28,22,56,38,28,10,NA,NA,13,19,13,19,32,0.40625,0.59375,-1.10056377183707,1.10056377183707,-0.1875,-2.20112754367415,Insensitive,-1.2256483159995282,-1.276070178452122,-0.6285886495847345,-1.7924390961339076,-0.42619671917902796,Low Orthographic,Low Semantic
148,Hampshire,MissingEEG,0,0,2018-11-01,Female,21,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Hampshire,MissingEEG,0,0,2018-11-02,Female,19,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Hampshire,MissingLang,0,0,2018-11-12,Female,18,Not Hispanic or Latino,White,10,1-3 hours,Yes,english,No,57,23,71.25,NA,NA,NA,39,27,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Hampshire,MissingLang,1,0,2018-11-13,Female,18,Not Hispanic or Latino,White,10,1-3 hours,Yes,English,No,62,18,77.5,43,7,86,NA,NA,NA,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,NA,NA,NA,NA,NA,NA,NA
161,Hampshire,MissingLang,1,0,2019-02-22,Female,20,Not Hispanic or Latino,White,8,4-6 hours,Yes,English,No,NA,NA,NA,27,23,54,NA,NA,NA,NA,NA,16,16,16,16,32,0.5,0.5,-0.554335032726076,0.554335032726075,0,-1.10867006545215,Insensitive,NA,NA,NA,NA,NA,NA,NA
162,Hampshire,MissingLang,1,0,2019-02-28,Male,19,Hispanic or Latino,White,11,4-6 hours,Yes,english,No,64,16,80,NA,NA,NA,NA,NA,NA,NA,NA,32,0,32,0,32,1,0,2.77666398704709,-2.77666398704709,1,5.55332797409417,Sensitive,NA,NA,NA,NA,NA,NA,NA
164,Hampshire,MissingLang,1,0,2019-03-02,Female,21,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,58,22,72.5,NA,NA,NA,42,24,18,NA,NA,19,13,19,13,32,0.59375,0.40625,0.0702272834813923,-0.0702272834813927,0.1875,0.140454566962785,Insensitive,NA,NA,NA,NA,NA,NA,NA
