StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q1,Q2,Q3,QID6_First Click,QID6_Last Click,QID6_Page Submit,QID6_Click Count,T_First Click,T_Last Click,T_Page Submit,T_Click Count,1,2,3,4,5,6,7,8,9,10,T_First Click,T_Last Click,T_Page Submit,T_Click Count,11,12,13,14,15,16,17,18,19,20,T_First Click,T_Last Click,T_Page Submit,T_Click Count,21,22,23,24,25,26,27,28,29,30,T_First Click,T_Last Click,T_Page Submit,T_Click Count,31,32,33,34,35,36,37,38,39,40,T_First Click,T_Last Click,T_Page Submit,T_Click Count,41,42,43,44,45,46,47,48,49,50,T_First Click,T_Last Click,T_Page Submit,T_Click Count,51,52,53,54,55,56,57,58,59,60,T_First Click,T_Last Click,T_Page Submit,T_Click Count,61,62,63,64,65,66,67,68,69,70,T_First Click,T_Last Click,T_Page Submit,T_Click Count,71,72,73,74,75,76,77,78,79,80,SC0,SC1,SC2,Q_TotalDuration,Date,Time
12/10/2017 11:14,12/10/2017 11:20,IP Address,144.121.36.247,100,377,TRUE,12/10/2017 11:20,R_29bKnPNeIoONru3,,,,,42.38960266,-72.45339966,anonymous,EN,147.096,155.795,157.077,3,12/10/2017,120,Morph21,0,0,9.112,0,2.479,23.099,23.894,12,unforseen,calendar,truly,arguement,disappear,siege,Carribean,accomodation,environment,committee,1.912,28.611,29.581,13,ecstacy,foreseeable,millennium,pavillion,school,persistent,propoganda,assassination,collegue,knowledge,2.462,23.949,25.016,11,apparently,glamourous,definitely,tommorow,weird,noticeable,neccessary,independent,foreign,wherever,1.279,23.038,23.748,10,Fahrenheit,seperate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,2.034,15.698,16.289,10,tendency,fluorescent,achieve,religous,prefered,existence,gist,until,liscense,teacher,2.305,33.138,33.893,12,humourous,tongue,guard,recieve,publicly,incidently,cemetary,possession,aggressive,liason,2.089,24.034,24.717,13,threshold,business,dilemma,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interupt,1.507,20.211,20.91,11,beginning,resistance,Neanderthal,table,refered,piece,forty,politican,embarrass,harassment,55,25,30,377,12/10/2017,11:20 AM
1/12/2018 14:12,1/12/2018 14:21,IP Address,144.121.36.248,100,503,TRUE,1/12/2018 14:21,R_2RaGDVYQlNypTFX,,,,,42.38960266,-72.45339966,anonymous,EN,177.478,185.95,187.665,2,1/12/2018,121,Morph21,0,0,3.467,0,4.541,42.604,43.706,11,unforeseen,calendar,truly,argument,disappear,siege,Carribean,accomodation,environment,commitee,6.73,53.257,54.862,13,ecstasy,foreseeable,millennium,pavilion,school,persistent,propoganda,assasination,colleague,knowledge,3.325,38.3,39.048,13,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.7,34.252,35.274,13,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,2.526,27.533,28.171,14,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,3.297,39.105,40.158,11,humorous,tongue,guard,recieve,publicly,incidently,cemetery,posession,aggressive,liaison,2.75,29.693,30.457,10,threshold,business,dilemma,occasion,unforeseen,dissapoint,chauffer,Portuguese,immediately,interrupt,1.595,27.779,28.664,13,beginning,resistance,Neanderthal,table,referred,piece,forty,politican,embarass,harassment,68,12,56,503,1/12/2018,2:21 PM
1/26/2018 12:17,1/26/2018 12:30,IP Address,144.121.36.247,100,773,TRUE,1/26/2018 12:30,R_3kgZhSoovIkt4bm,,,,,42.38960266,-72.45339966,anonymous,EN,397.557,405.469,406.508,2,1/26/2018,122,Morph21,0,0,11,0,3.822,55.669,56.77,14,unforseen,calendar,truly,arguement,disappear,seige,Carribean,accommodation,environment,commitee,8.413,58.444,58.752,19,ecstasy,forseeable,millenium,pavillion,school,persistant,propoganda,assasination,colleague,knowledge,4.806,37.685,38.337,11,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.752,44.081,46.725,12,Fahrenheit,seperate,mother,mispell,successful,curiosity,accross,irresistable,bizarre,completely,1.319,27.982,28.553,11,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,license,teacher,2.632,39.064,39.89,14,humorous,tongue,guard,receive,publicly,incidentally,cemetery,possession,agressive,liaison,1.653,33.767,34.829,11,threshold,business,dilemma,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,4.202,36.626,40.266,11,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,61,19,42,773,1/26/2018,12:30 PM
2/1/2018 14:11,2/1/2018 14:20,IP Address,144.121.36.232,100,504,TRUE,2/1/2018 14:20,R_WAGLtrYpznOe7hn,,,,,42.10169983,-72.07980347,anonymous,EN,184.769,195.088,196.69,4,2/1/2018,123,Morph21,0,0,5.939,0,3.681,43.761,44.677,13,unforseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,2.694,41.918,42.972,16,ecstacy,foreseeable,millennium,pavillion,school,persistant,propaganda,assasination,colleague,knowledge,3.8,37.607,39.444,19,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,1.713,33.138,34.086,16,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,1.418,25.385,27.045,16,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,license,teacher,2.474,26.802,29.367,13,humorous,tongue,guard,recieve,publicly,incidentally,cemetary,possession,aggressive,liaison,3.412,41.542,42.204,17,threshold,business,dilemna,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.508,26.857,27.669,15,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harassment,68,12,56,504,2/1/2018,2:20 PM
2/2/2018 14:11,2/2/2018 14:19,IP Address,144.121.36.229,100,499,TRUE,2/2/2018 14:19,R_e2JFAbf7IUoqTuh,,,,,42.10169983,-72.07980347,anonymous,EN,129.7,138.355,150.257,3,2/2/2018,124,Morph21,0,0,7.232,0,3.33,33.666,34.491,10,unforeseen,calendar,truly,argument,disappear,siege,Carribean,accommodation,environment,committee,7.891,47.547,48.399,10,ecstasy,forseeable,millennium,pavillion,school,persistent,propaganda,assasination,colleague,knowledge,2.22,28.699,29.514,10,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,3.266,38.258,38.982,10,Fahrenheit,seperate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,2.094,38.389,39.921,10,tendency,fluorescent,achieve,religious,preferred,existance,gist,until,liscense,teacher,2.419,37.715,38.454,10,humorous,tongue,guard,recieve,publically,incidently,cemetery,possession,aggressive,liaison,6.51,53.118,55.091,11,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portugese,immediately,interrupt,1.849,43.337,44.371,11,beginning,resistence,Neandertal,table,referred,piece,forty,politician,embarass,harrassment,64,16,48,499,2/2/2018,2:19 PM
2/15/2018 12:31,2/15/2018 12:36,IP Address,144.121.36.241,100,276,TRUE,2/15/2018 12:36,R_3KPCectE7eFnHeB,,,,,42.10650635,-72.11309814,anonymous,EN,29.585,37.785,39.986,3,2/15/2018,125,Morph21,0,0,17.864,0,3.415,27.632,28.443,15,unforseen,calendar,truly,argument,disappear,siege,Carribean,accommodation,environment,committee,1.373,19.045,20.038,17,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assassination,colleague,knowledge,1.497,26.113,27.029,16,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.585,30.505,31.292,16,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,1.19,22.758,23.358,15,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,2.16,19.256,19.97,14,humorous,tongue,gaurd,receive,publicly,incidentally,cemetery,possession,aggressive,liason,2.269,29.741,30.616,15,threshold,business,dilemma,ocassion,unforeseen,dissapoint,chauffeur,Portuguese,immediately,interrupt,1.694,23.942,25.146,14,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harrassment,71,9,62,276,2/15/2018,12:36 PM
3/1/2018 14:06,3/1/2018 14:13,IP Address,144.121.36.242,100,410,TRUE,3/1/2018 14:13,R_2woU9IxCdVTVYrm,,,,,42.48779297,-71.27639771,anonymous,EN,166.787,170.674,178.59,3,3/1/2018,126,Morph21,0,0,4.762,0,2.011,27.842,28.768,12,unforeseen,calendar,truly,argument,disappear,seige,Carribean,accommodation,environment,committee,2.285,25.094,26.073,11,ecstasy,foreseeable,millenium,pavillion,school,persistant,propaganda,assassination,colleague,knowledge,2.27,26.045,26.777,11,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independant,foreign,wherever,2.536,25.191,26.91,11,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,1.511,25.253,25.891,11,tendency,fluorescent,achieve,religous,preferred,existence,gist,until,liscense,teacher,2.752,23.199,24.108,10,humorous,tongue,guard,receive,publically,incidentally,cemetery,possession,aggressive,liason,3.147,24.179,25.207,10,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,8.096,29.752,30.559,12,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,67,13,54,410,3/1/2018,2:13 PM
4/10/2018 16:18,4/10/2018 16:24,IP Address,144.121.36.238,100,351,TRUE,4/10/2018 16:24,R_2PaP6Jvfzy11JMg,,,,,42.19509888,-72.10379791,anonymous,EN,53.095,62.591,64.628,3,4/10/2018,127,Morph21,0,0,18.202,0,1.921,30.704,32.013,12,unforseen,calendar,truly,argument,disappear,seige,Caribbean,accommodation,environment,committee,2.005,43.197,43.977,15,ecstasy,forseeable,millenium,pavillion,school,persistent,propoganda,assasination,colleague,knowledge,3.039,32.457,33.774,12,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.751,31.166,31.907,11,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,9.786,29.794,30.927,13,tendancy,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.963,24.01,34.392,11,humorous,tongue,guard,recieve,publicly,incidently,cemetery,possession,aggressive,liaison,2.206,20.789,23.283,11,threshold,business,dilemna,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,0.998,24.302,26.701,13,beginning,resistence,Neanderthal,table,referred,piece,forty,politician,embarrass,harassment,66,14,52,351,4/10/2018,4:24 PM
4/21/2018 8:48,4/21/2018 10:33,IP Address,144.121.36.252,100,6310,TRUE,4/21/2018 10:33,R_1eIDOlnCRghZ8DV,,,,,42.48779297,-71.27639771,anonymous,EN,3914.468,3956.551,3961.387,2,4/21/2018,128,Morph21,0,0,18.859,0,1.372,18.046,18.876,13,unforeseen,calendar,truly,argument,disappear,seige,Carribean,accommodation,environment,committee,1.662,26.52,27.528,15,ecstasy,foreseeable,millennium,pavillion,school,persistant,propaganda,assassination,colleague,knowledge,2.241,19.335,20.08,12,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,1.887,17.637,18.301,11,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,1.308,15.159,15.482,14,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,2.041,22.888,23.878,14,humorous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liason,4.294,22.583,23.496,12,threshhold,business,dilemna,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.636,16.761,18.726,12,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,70,10,60,6310,4/21/2018,10:33 AM
7/17/2018 12:58,7/17/2018 14:49,IP Address,144.121.36.225,100,6680,TRUE,7/17/2018 14:49,R_eDkycwGa04B5q1j,,,,,42.19509888,-72.10379791,anonymous,EN,3578.548,3582.282,3588.192,4,7/17/2018,129,Morph21,0,0,10.837,0,1.911,38.382,39.824,13,unforeseen,calendar,truly,argument,disappear,siege,Carribean,accomodation,environment,committee,1.336,29.273,30.275,16,ecstasy,forseeable,millenium,pavillion,school,persistant,propaganda,assasination,colleague,knowledge,2.994,47.502,48.683,17,apparantly,glamorous,definately,tomorrow,weird,noticable,neccessary,independant,foreign,wherever,1.325,37.517,38.234,16,Fahrenheit,seperate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,4.046,34.6,35.678,14,tendancy,florescent,achieve,religious,prefered,existance,gist,until,liscense,teacher,2.996,33.695,35.451,11,humorous,tounge,guard,receive,publicly,incidentally,cemetary,posession,agressive,liaison,2.629,41.425,42.333,14,threshold,business,dilemna,occasion,unforeseen,dissapoint,chauffeur,Portuguese,immediately,interupt,1.825,23.692,24.192,11,beginning,resistance,Neanderthal,table,referred,piece,fourty,politician,embarass,harassment,52,28,24,6680,7/17/2018,2:49 PM
7/19/2018 12:08,7/19/2018 14:33,IP Address,144.121.36.227,100,8737,TRUE,7/19/2018 14:33,R_ZCNXrgDkXSTB4VX,,,,,42.19509888,-72.10379791,anonymous,EN,806.612,5197.417,5200.838,3,7/19/2018,130,Morph21,0,0,6.817,0,3.422,32.751,33.972,10,unforeseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,4.743,43.792,45.032,10,ecstasy,forseeable,millenium,pavilion,school,persistant,propaganda,assasination,colleague,knowledge,2.211,34.235,35.078,11,apparently,glamorous,definitely,tommorow,weird,noticeable,neccessary,independent,foreign,wherever,5.688,28.789,30.202,10,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,2.993,25.847,26.776,10,tendency,fluorescent,achieve,religious,preferred,existance,gist,until,license,teacher,2.029,27.383,28.233,10,humorous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liaison,1.647,28.226,29.701,10,threshhold,business,dilemma,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interrupt,2.401,30.622,33.111,11,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harrassment,69,11,58,8737,7/19/2018,2:33 PM
7/20/2018 9:19,7/20/2018 11:42,IP Address,144.121.36.253,100,8566,TRUE,7/20/2018 11:42,R_sSa54Sv6eeC2Hjb,,,,,42.19509888,-72.10379791,anonymous,EN,5396.07,5409.855,5411.293,3,7/20/2018,131,Morph21,0,0,11.541,0,3.48,44.239,45.699,12,unforseen,calendar,truly,argument,disappear,seige,Caribbean,accommodation,environment,commitee,2.173,32.63,33.734,12,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assasination,colleague,knowledge,4.125,27.365,28.042,10,apparently,glamorous,definitely,tomorrow,weird,noticable,necessary,independent,foreign,wherever,1.6,28.788,29.708,14,Fahrenheit,separate,mother,mispell,successful,curiousity,accross,irresistible,bizzare,completely,1.895,20.784,21.541,10,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,license,teacher,2.04,32.65,33.585,15,humourous,tongue,guard,receive,publicly,incidently,cemetery,posession,aggressive,liaison,1.759,35.995,36.89,15,threshold,business,dilemma,ocassion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interupt,2.293,35.911,37.031,12,beginning,resistance,Neanderthal,table,referred,piece,fourty,politican,embarass,harassment,61,19,42,8566,7/20/2018,11:42 AM
7/23/2018 9:48,7/23/2018 11:27,IP Address,144.121.36.247,100,5975,TRUE,7/23/2018 11:27,R_3QFruayBmVzd1c2,,,,,42.19509888,-72.10379791,anonymous,EN,5882.182,5891.957,5893.688,3,7/23/2018,132,Morph21,0,0,18.56,0,6.153,53.869,55.057,10,unforseen,calendar,truly,argument,disappear,siege,Caribbean,accomodation,environment,committee,2.181,38.013,38.882,11,ecstasy,forseeable,millenium,pavillion,school,persistent,propoganda,assasination,colleague,knowledge,2.38,26.061,26.854,10,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,7.357,39.232,41.53,10,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistable,bizarre,completely,6.524,36.195,36.831,12,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.799,38.499,41.275,10,humorous,tongue,guard,receive,publicly,incidentally,cemetery,possession,aggressive,liason,2.353,35.611,36.236,10,threshold,business,dilemna,occasion,unforseen,disappoint,chauffeur,Portuguese,immediately,interupt,1.723,24.847,29.105,11,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,66,14,52,5975,7/23/2018,11:27 AM
7/30/2018 12:59,7/30/2018 13:45,IP Address,144.121.36.240,100,2747,TRUE,7/30/2018 13:45,R_2WSboHL3WzTldPj,,,,,42.19509888,-72.10379791,anonymous,EN,1539.404,1549.909,1551.136,2,30-Jul-18,133,Morph21,0,0,1004.649,0,2.284,27.058,30.527,14,unforeseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,2.005,18.788,19.93,10,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assassination,colleague,knowledge,1.902,15.222,16.872,10,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independent,foreign,wherever,1.147,18.787,19.489,12,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,1.846,18.333,19.471,11,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,2.016,20.952,22.653,12,humorous,tongue,guard,receive,publicly,incidentally,cemetery,possession,aggressive,liaison,1.762,25.924,26.51,12,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.648,16.975,18.925,11,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harassment,78,2,76,2747,7/30/2018,1:45 PM
8/1/2018 13:23,8/1/2018 13:54,IP Address,144.121.36.242,100,1869,TRUE,8/1/2018 13:54,R_1jUEWpPnSDEAM6I,,,,,42.19509888,-72.10379791,anonymous,EN,1615.342,1624.734,1625.877,4,8/1/2018,134,Morph21,0,0,3.016,0,7,32.528,33.582,12,unforeseen,calendar,truly,argument,disappear,seige,Caribbean,accomodation,environment,committee,1.691,25.757,26.543,12,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assassination,colleague,knowledge,1.867,22.469,23.837,17,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,4.726,45.208,47.682,14,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistable,bizarre,completely,1.939,19.819,20.479,11,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,3.325,20.519,22.577,12,humorous,tongue,guard,recieve,publicly,incidentally,cemetery,posession,aggressive,liason,1.961,26.241,26.68,14,threshold,business,dilemna,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,5.006,25.336,25.891,13,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,71,9,62,1869,8/1/2018,1:54 PM
9/17/2018 15:21,9/17/2018 15:26,IP Address,144.121.36.241,100,324,TRUE,9/17/2018 15:26,R_1pARUrvYRTZAXfB,,,,,42.48779297,-71.27639771,anonymous,EN,2.297,12.24,13.076,3,17-Sep-18,135,Morph21,0,0,35.13,0,4.385,32.017,32.679,12,unforeseen,calendar,truly,argument,disappear,seige,Caribbean,accommodation,environment,committee,2.207,25.263,26.22,11,ecstasy,foreseeable,millenium,pavilion,school,persistent,propaganda,assassination,colleague,knowledge,1.728,28.168,28.789,13,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.226,33.137,33.985,11,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizarre,completely,1.412,28.355,28.913,10,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.697,21.217,22.078,10,humorous,tongue,guard,receive,publicly,incidentally,cemetery,possession,aggressive,liaison,2.17,28.41,29.785,11,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portugese,immediately,interrupt,2.435,57.923,58.889,12,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harassment,76,4,72,324,9/17/2018,3:26 PM
9/26/2018 13:21,9/26/2018 14:51,IP Address,144.121.36.227,100,5403,TRUE,9/26/2018 14:51,R_3NRsz382bAg1yw5,,,,,42.19509888,-72.10379791,anonymous,EN,5057.151,5071.641,5092.626,5,26-Sep-18,136,Morph21,0,0,58.603,0,2.552,34.108,35.544,19,unforeseen,calendar,truly,argument,disappear,siege,Carribean,accommodation,environment,committee,1.754,32.44,32.764,15,ecstacy,foreseeable,millennium,pavillion,school,persistent,propoganda,assassination,collegue,knowledge,2.478,29.304,30.724,12,apparantly,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,whereever,2.948,27.884,28.808,12,Fahrenheit,separate,mother,misspell,succesful,curiosity,across,irresistable,bizzare,completely,2.288,27.497,28.147,15,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,liscense,teacher,1.908,21.596,22.95,16,humorous,tongue,guard,receive,publicly,incidentally,cemetery,posession,aggressive,liaison,2.464,28.143,29.121,15,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,3.526,29.061,30.275,14,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarrass,harassment,67,13,54,5403,9/26/2018,2:51 PM
9/27/2018 13:13,9/27/2018 15:06,IP Address,144.121.36.235,100,6763,TRUE,9/27/2018 15:06,R_tLCTRxYrjQliWFb,,,,,42.4427948,-71.23169708,anonymous,EN,4072.832,4080.625,4085.009,2,27-Sep-18,137,Morph21,119.214,119.214,127.043,1,4.565,45.557,46.001,15,unforseen,calendar,truly,arguement,disappear,siege,Carribean,accomodation,environment,committee,1.427,25.69,26.601,14,ecstasy,forseeable,millenium,pavillion,school,persistent,propoganda,assassination,colleague,knowledge,0.968,25.88,26.531,15,apparently,glamorous,definitely,tomorrow,weird,noticeable,neccessary,independant,foreign,wherever,1.718,23.87,24.493,14,Fahrenheit,seperate,mother,mispell,successful,curiosity,across,irresistable,bizarre,completely,0.771,23.291,24.015,13,tendency,fluorescent,achieve,religious,preferred,existence,gist,until,license,teacher,1.984,21.026,21.696,13,humorous,tongue,guard,receive,publicly,incidentally,cemetery,posession,aggressive,liason,3.43,28.621,29.778,14,threshold,business,dilemma,ocassion,unforseen,disappoint,chauffer,Portugese,immediately,interrupt,1.657,25.746,26.382,15,beginning,resistance,Neandertal,table,referred,piece,fourty,politician,embarass,harassment,58,22,36,6763,9/27/2018,3:06 PM
10/4/2018 13:29,10/4/2018 15:55,IP Address,144.121.36.232,100,8738,TRUE,10/4/2018 15:55,R_Wd10X8VhGDdNVp7,,,,,42.4427948,-71.23169708,anonymous,EN,4547.881,4614.809,4616.259,4,04 Ocotber 2018,138,Morph21,2141.956,2146.309,2449.254,2,3.384,23.591,24.701,11,unforseen,calendar,truly,argument,disappear,siege,Caribbean,accommodation,environment,committee,1.755,22.411,23.28,11,ecstasy,forseeable,millenium,pavilion,school,persistant,propaganda,assassination,colleague,knowledge,3.324,24.87,25.513,11,apparently,glamorous,definitely,tommorow,weird,noticeable,neccessary,independent,foreign,wherever,1.933,22.6,23.493,10,Fahrenheit,separate,mother,misspell,successful,curiosity,across,irresistible,bizarre,completely,1.8,21.807,22.668,10,tendency,fluorescent,acheive,religous,preferred,existance,gist,until,license,teacher,1.552,21.233,22.343,10,humorous,tounge,guard,receive,publicly,incidentally,cemetery,posession,aggressive,liason,2.246,30.142,31.312,13,threshhold,buisness,dilemma,occasion,unforseen,disappoint,chauffer,Portuguese,immediately,interrupt,1.818,19.994,20.774,11,begining,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harrassment,61,19,42,8738,10/4/2018,3:55 PM
10/9/2018 13:20,10/9/2018 15:11,IP Address,144.121.36.234,100,6633,TRUE,10/9/2018 15:11,R_zZ5eJE2bwh7a2wp,,,,,42.36709595,-72.46459961,anonymous,EN,5558.385,5569.832,5573.081,3,9-Oct-18,139,Morph21,0,0,43.819,0,5.933,27.567,28.54,12,unforeseen,calendar,truly,argument,disappear,siege,Caribbean,accomodation,environment,committee,1.738,21.165,23.744,12,ecstasy,foreseeable,millennium,pavillion,school,persistent,propaganda,assassination,colleague,knowledge,1.69,22.628,24.103,12,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.227,18.507,20.723,11,Fahrenheit,seperate,mother,misspell,successful,curiousity,across,irresistible,bizarre,completely,1.015,17.431,18.503,12,tendency,fluorescent,achieve,religious,preferred,existance,gist,until,license,teacher,1.369,19.29,20.185,12,humourous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liason,1.56,19.04,20.097,11,threshold,business,dilemma,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.661,13.309,14.76,10,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harrassment,70,10,60,6633,10/9/2018,3:11 PM
10/10/2018 13:28,10/10/2018 15:23,IP Address,144.121.36.227,100,6923,TRUE,10/10/2018 15:23,R_2tDSKnM0BNcFFLO,,,,,42.19509888,-72.10379791,anonymous,EN,51.061,5309.307,5310.097,3,10-Oct-18,140,Morph21,0,0,145.633,0,4.688,26.56,27.479,10,unforeseen,calendar,truly,argument,disappear,seige,Caribbean,accommodation,environment,committee,3.03,30.606,31.491,11,ecstasy,foreseeable,millennium,pavilion,school,persistent,propaganda,assassination,colleague,knowledge,2.903,23.375,24.118,13,apparently,glamorous,definitely,tomorrow,weird,noticeable,necessary,independent,foreign,wherever,2.15,41.382,42.365,15,Fahrenheit,separate,mother,mispell,successful,curiosity,across,irresistible,bizzare,completely,1.621,28.533,29.297,12,tendency,fluorescent,achieve,religious,preferred,existence,jist,until,license,teacher,4.704,32.647,33.748,12,humorous,tongue,guard,receive,publicly,incidentally,cemetary,possession,aggressive,liaison,1.58,31.084,32.143,10,threshold,business,dilemna,occasion,unforeseen,disappoint,chauffeur,Portuguese,immediately,interrupt,1.516,22.39,23.476,10,beginning,resistence,Neanderthal,table,referred,piece,fourty,politician,embarass,harassment,71,9,62,6923,10/10/2018,3:23 PM
10/17/2018 13:21,10/17/2018 15:08,IP Address,144.121.36.236,100,6440,TRUE,10/17/2018 15:08,R_3niqvTWLHdROorP,,,,,42.19509888,-72.10379791,anonymous,EN,4270.338,4430.33,4431.294,6,17-Oct-18,141,Morph21,0,0,773.785,0,4.779,44.89,45.99,12,unforeseen,calender,truly,arguement,disappear,seige,Caribbean,accommodation,environment,committee,4.006,36.865,38.108,10,ecstacy,foreseeable,millenium,pavillion,school,persistent,propaganda,assasination,collegue,knowledge,2.887,29.541,30.594,10,apparently,glamorous,definitely,tomorrow,weird,noticable,necessary,independent,foreign,wherever,2.171,34.274,34.998,11,Fahrenheit,separate,mother,mispell,succesful,curiosity,across,irresistible,bizzare,completely,2.386,26.148,27.925,12,tendency,florescent,achieve,religous,preferred,existence,gist,until,license,teacher,2.299,25.947,26.801,13,humorous,tounge,guard,recieve,publicly,incidently,cemetery,possession,aggressive,liaison,2.645,32.942,34.223,11,threshhold,business,dilemma,occasion,unforseen,disappoint,chauffer,Portuguese,immediately,interrupt,2.135,25.463,27.091,13,beginning,resistance,Neanderthal,table,referred,piece,forty,politician,embarass,harassment,59,21,38,6440,10/17/2018,3:08 PM
