SubjID,cw_target,cw_response_time,cw_famsize,cw_LogBf
S132,knocker,864,L,7.01
S132,verbal,623,L,6.05
S132,costly,626,S,8.35
S132,teacher,638,S,8.64
S132,guarding,630,L,7.62
S132,stylish,574,L,7.66
S132,renter,670,L,7.43
S132,campaigner,567,S,7.6
S132,enjoyment,666,S,7.93
S132,shameful,632,L,6.9
S132,swimmer,618,L,7.04
S132,weedy,899,L,6.59
S132,professor,702,L,8.18
S132,harmless,760,S,7
S132,densely,692,S,6.48
S132,richness,625,S,7.96
S132,pusher,649,L,7.83
S132,striker,626,L,8.14
S132,amazement,818,S,6.78
S132,listener,655,S,8.03
S132,effortless,561,S,7.81
S132,bomber,702,L,7.1
S132,barker,732,L,5.96
S132,neatly,786,S,6.83
S132,faithful,644,L,7.19
S132,flexible,571,L,6.5
S132,strangeness,937,S,7.98
S132,amusement,822,S,6.75
S132,widowed,898,S,6.21
S132,wrongly,702,L,8.17
S132,bearded,769,S,6.36
S132,conductor,804,L,6.99
S132,raider,859,S,6.22
S132,locker,561,L,7.41
S132,painter,762,L,8.21
S132,deafness,993,L,5.67
S132,speller,778,L,6.66
S132,buyer,685,S,8.39
S132,peaking,517,S,6.3
S132,singer,591,S,7.69
S132,avoidable,930,S,7.68
S132,cloudless,925,L,7.07
S132,detectable,988,S,6.89
S132,boneless,800,L,7.31
S132,dullness,995,S,6.56
S132,puncher,685,L,5.78
S132,dreamer,663,L,7.75
S132,locally,735,S,8.41
S132,sailor,640,L,6.61
S132,tossing,707,S,6.01
S132,feeder,642,L,7.94
S132,kicking,759,L,6.92
S132,magical,646,S,6.92
S132,guileless,681,L,4.11
S132,mossy,780,S,5
S132,boldness,643,S,5.94
S132,parking,674,L,7.57
S132,bossy,596,S,6.31
S132,dancer,569,L,7.6
S132,dietary,799,S,7.07
S132,madness,675,L,7.17
S132,planner,570,S,8.61
S133,grimly,422,S,6.31
S133,raider,568,S,6.22
S133,dreamer,653,L,7.75
S133,swimmer,632,L,7.04
S133,laughing,306,L,8.34
S133,faithful,490,L,7.19
S133,speller,542,L,6.66
S133,heater,595,L,7.97
S133,shapely,627,L,7.55
S133,striker,841,L,8.14
S133,pusher,469,L,7.83
S133,destroyer,514,S,7.55
S133,widowed,625,S,6.21
S133,boldness,629,S,5.94
S133,chilly,512,S,6.19
S133,weedy,995,L,6.59
S133,risky,573,S,7.51
S133,conductor,780,L,6.99
S133,detectable,994,S,6.89
S133,bootless,937,L,6.85
S133,quietly,8735,L,7.9
S133,dietary,619,S,7.07
S133,verbal,753,L,6.05
S133,parking,514,L,7.57
S133,noticeable,607,S,8.14
S133,professor,610,L,8.18
S133,feeder,722,L,7.94
S133,shameful,461,L,6.9
S133,buyer,653,S,8.39
S133,bearded,559,S,6.36
S133,puncher,993,L,5.78
S133,dampish,993,L,6.43
S133,dryness,692,L,7.77
S133,mildness,987,S,6.52
S133,tutoring,764,S,6.212606096
S133,excitement,531,L,7.56
S133,densely,555,S,6.48
S133,insistent,583,S,7.4
S133,thruster,994,S,6.37
S133,composer,524,L,7.08
S133,seeker,575,S,7.68
S133,deafness,530,L,5.67
S133,tossing,992,S,6.01
S133,bossy,654,S,6.31
S133,avoidable,845,S,7.68
S133,amusement,548,S,6.75
S133,doubtful,2317,L,8.33
S133,harmless,812,S,7
S133,wrongly,527,L,8.17
S133,awareness,476,S,7.78
S133,cleaner,693,L,7.96
S133,lender,585,S,6.22
S133,angelic,586,S,6.34
S133,sailor,645,L,6.61
S133,blindness,560,L,6.93
S133,allowance,996,S,8.52
S133,teacher,818,S,8.64
S133,boneless,891,L,7.31
S133,planner,889,S,8.61
S133,costly,677,S,8.35
S133,locker,991,L,7.41
S133,guilty,545,S,7.36
S133,jumping,879,L,7.24
S133,hunter,870,L,7.47
S133,dancer,773,L,7.6
S133,peaking,580,S,6.3
S133,strangeness,937,S,7.98
S133,renter,648,L,7.43
S133,richness,944,S,7.96
S133,bomber,990,L,7.1
S133,barker,990,L,5.96
S133,singer,16778,S,7.69
S133,kicking,486,L,6.92
S133,campaigner,859,S,7.6
S133,mossy,524,S,5
S133,magical,800,S,6.92
S133,toaster,993,S,5.83
S133,guileless,710,L,4.11
S133,locally,924,S,8.41
S133,flexible,675,L,6.5
S133,editor,987,L,7.17
S133,painter,694,L,8.21
S133,hugely,539,S,7.56
S133,listener,951,S,8.03
S133,guarding,830,L,7.62
S133,effortless,664,S,7.81
S133,amazement,614,S,6.78
S133,stylish,596,L,7.66
S133,neatly,836,S,6.83
S133,madness,775,L,7.17
S133,design,481,S,8.1
S133,knocker,766,L,7.01
S133,creamy,993,L,6.67
S133,jailer,520,S,6.52
S133,attacker,603,S,8.13
S133,cloudless,525,L,7.07
S133,dullness,982,S,6.56
S133,cooling,442,L,7.27
S133,enjoyment,994,S,7.93
S133,collector,757,L,8.08
S134,painter,411,L,8.21
S134,dietary,570,S,7.07
S134,bomber,481,L,7.1
S134,detectable,563,S,6.89
S134,seeker,446,S,7.68
S134,toaster,413,S,5.83
S134,jailer,321,S,6.52
S134,collector,414,L,8.08
S134,cloudless,427,L,7.07
S134,buyer,505,S,8.39
S134,enjoyment,499,S,7.93
S134,flexible,633,L,6.5
S134,renter,479,L,7.43
S134,shapely,377,L,7.55
S134,jumping,469,L,7.24
S134,hugely,457,S,7.56
S134,angelic,606,S,6.34
S134,barker,413,L,5.96
S134,grimly,551,S,6.31
S134,noticeable,824,S,8.14
S134,attacker,443,S,8.13
S134,densely,522,S,6.48
S134,tossing,481,S,6.01
S134,neatly,678,S,6.83
S134,knocker,540,L,7.01
S134,thruster,450,S,6.37
S134,guileless,824,L,4.11
S134,amusement,469,S,6.75
S134,insistent,408,S,7.4
S134,locker,541,L,7.41
S134,madness,516,L,7.17
S134,guarding,482,L,7.62
S134,locally,450,S,8.41
S134,harmless,580,S,7
S134,chilly,443,S,6.19
S134,dancer,312,L,7.6
S134,mossy,718,S,5
S134,peaking,559,S,6.3
S134,strangeness,822,S,7.98
S134,awareness,474,S,7.78
S134,weedy,494,L,6.59
S134,amazement,433,S,6.78
S134,shameful,496,L,6.9
S134,lender,502,S,6.22
S134,widowed,410,S,6.21
S134,quietly,421,L,7.9
S134,dullness,599,S,6.56
S134,teacher,685,S,8.64
S134,costly,619,S,8.35
S134,richness,526,S,7.96
S134,campaigner,497,S,7.6
S134,effortless,734,S,7.81
S134,editor,10338,L,7.17
S134,parking,483,L,7.57
S134,feeder,491,L,7.94
S134,magical,438,S,6.92
S134,mildness,545,S,6.52
S134,destroyer,507,S,7.55
S134,design,450,S,8.1
S134,boneless,497,L,7.31
S134,avoidable,531,S,7.68
S134,sailor,430,L,6.61
S134,cooling,585,L,7.27
S134,swimmer,570,L,7.04
S134,striker,416,L,8.14
S134,hunter,414,L,7.47
S134,deafness,697,L,5.67
S134,kicking,422,L,6.92
S134,boldness,546,S,5.94
S134,verbal,449,L,6.05
S134,creamy,315,L,6.67
S134,stylish,565,L,7.66
S134,puncher,532,L,5.78
S134,excitement,446,L,7.56
S134,bootless,565,L,6.85
S134,dreamer,536,L,7.75
S134,pusher,562,L,7.83
S134,faithful,565,L,7.19
S134,heater,399,L,7.97
S134,tutoring,427,S,6.212606096
S134,raider,401,S,6.22
S134,speller,560,L,6.66
S134,composer,367,L,7.08
S134,allowance,379,S,8.52
S134,dryness,551,L,7.77
S134,guilty,523,S,7.36
S134,wrongly,499,L,8.17
S134,planner,437,S,8.61
S134,risky,518,S,7.51
S134,blindness,476,L,6.93
S134,singer,500,S,7.69
S134,bossy,489,S,6.31
S134,dampish,568,L,6.43
S134,listener,404,S,8.03
S134,doubtful,416,L,8.33
S134,cleaner,574,L,7.96
S134,conductor,441,L,6.99
S134,professor,494,L,8.18
S134,laughing,598,L,8.34
S134,bearded,441,S,6.36
S135,madness,539,L,7.17
S135,weedy,941,L,6.59
S135,jailer,600,S,6.52
S135,dryness,991,L,7.77
S135,toaster,582,S,5.83
S135,dreamer,829,L,7.75
S135,risky,484,S,7.51
S135,richness,467,S,7.96
S135,magical,445,S,6.92
S135,verbal,567,L,6.05
S135,excitement,669,L,7.56
S135,guarding,545,L,7.62
S135,shapely,623,L,7.55
S135,allowance,489,S,8.52
S135,locker,468,L,7.41
S135,faithful,549,L,7.19
S135,parking,717,L,7.57
S135,widowed,534,S,6.21
S135,noticeable,692,S,8.14
S135,costly,581,S,8.35
S135,bootless,994,L,6.85
S135,blindness,740,L,6.93
S135,enjoyment,514,S,7.93
S135,composer,617,L,7.08
S135,mildness,636,S,6.52
S135,creamy,693,L,6.67
S135,cleaner,487,L,7.96
S135,destroyer,502,S,7.55
S135,guileless,995,L,4.11
S135,stylish,598,L,7.66
S135,pusher,563,L,7.83
S135,shameful,481,L,6.9
S135,thruster,542,S,6.37
S135,dancer,508,L,7.6
S135,neatly,469,S,6.83
S135,swimmer,516,L,7.04
S135,planner,481,S,8.61
S135,insistent,710,S,7.4
S135,quietly,436,L,7.9
S135,harmless,606,S,7
S135,feeder,610,L,7.94
S135,locally,548,S,8.41
S135,awareness,550,S,7.78
S135,editor,546,L,7.17
S135,cooling,540,L,7.27
S135,singer,472,S,7.69
S135,dampish,772,L,6.43
S135,amusement,615,S,6.75
S135,knocker,495,L,7.01
S135,wrongly,899,L,8.17
S135,painter,479,L,8.21
S135,seeker,487,S,7.68
S135,hunter,53376,L,7.47
S135,doubtful,520,L,8.33
S135,deafness,559,L,5.67
S135,heater,552,L,7.97
S135,mossy,670,S,5
S135,grimly,687,S,6.31
S135,bearded,612,S,6.36
S135,dietary,516,S,7.07
S135,conductor,589,L,6.99
S135,buyer,494,S,8.39
S135,effortless,554,S,7.81
S135,tossing,604,S,6.01
S135,cloudless,598,L,7.07
S135,flexible,536,L,6.5
S135,bomber,645,L,7.1
S135,kicking,442,L,6.92
S135,striker,613,L,8.14
S135,puncher,555,L,5.78
S135,professor,505,L,8.18
S135,raider,735,S,6.22
S135,densely,746,S,6.48
S135,boneless,436,L,7.31
S135,barker,31555,L,5.96
S135,collector,598,L,8.08
S135,amazement,540,S,6.78
S135,laughing,441,L,8.34
S135,peaking,734,S,6.3
S135,strangeness,463,S,7.98
S135,design,577,S,8.1
S135,listener,480,S,8.03
S135,hugely,595,S,7.56
S135,avoidable,476,S,7.68
S135,renter,727,L,7.43
S135,chilly,542,S,6.19
S135,speller,418,L,6.66
S135,guilty,475,S,7.36
S135,campaigner,530,S,7.6
S135,attacker,448,S,8.13
S135,tutoring,478,S,6.212606096
S135,angelic,511,S,6.34
S135,teacher,430,S,8.64
S135,jumping,495,L,7.24
S135,dullness,685,S,6.56
S135,boldness,448,S,5.94
S135,detectable,455,S,6.89
S135,sailor,462,L,6.61
S135,lender,445,S,6.22
S135,bossy,503,S,6.31
S136,neatly,513,S,6.83
S136,allowance,506,S,8.52
S136,quietly,487,L,7.9
S136,guarding,615,L,7.62
S136,shapely,585,L,7.55
S136,singer,597,S,7.69
S136,creamy,633,L,6.67
S136,heater,599,L,7.97
S136,stylish,516,L,7.66
S136,wrongly,483,L,8.17
S136,magical,499,S,6.92
S136,jailer,746,S,6.52
S136,insistent,644,S,7.4
S136,hunter,501,L,7.47
S136,destroyer,486,S,7.55
S136,guileless,668,L,4.11
S136,avoidable,683,S,7.68
S136,noticeable,494,S,8.14
S136,guilty,475,S,7.36
S136,design,471,S,8.1
S136,barker,711,L,5.96
S136,teacher,486,S,8.64
S136,chilly,595,S,6.19
S136,collector,482,L,8.08
S136,bomber,7096,L,7.1
S136,seeker,511,S,7.68
S136,planner,479,S,8.61
S136,dryness,570,L,7.77
S136,risky,678,S,7.51
S136,deafness,511,L,5.67
S136,richness,708,S,7.96
S136,weedy,741,L,6.59
S136,strangeness,640,S,7.98
S136,professor,525,L,8.18
S136,angelic,596,S,6.34
S136,hugely,619,S,7.56
S136,shameful,449,L,6.9
S136,enjoyment,616,S,7.93
S136,awareness,545,S,7.78
S136,composer,564,L,7.08
S136,madness,551,L,7.17
S136,speller,542,L,6.66
S136,harmless,610,S,7
S136,knocker,478,L,7.01
S136,bearded,490,S,6.36
S136,excitement,620,L,7.56
S136,widowed,491,S,6.21
S136,lender,418,S,6.22
S136,mossy,447,S,5
S136,pusher,393,L,7.83
S136,grimly,654,S,6.31
S136,sailor,490,L,6.61
S136,painter,420,L,8.21
S136,flexible,469,L,6.5
S136,campaigner,655,S,7.6
S136,puncher,547,L,5.78
S136,densely,569,S,6.48
S136,cloudless,569,L,7.07
S136,thruster,549,S,6.37
S136,laughing,421,L,8.34
S136,verbal,546,L,6.05
S136,amazement,464,S,6.78
S136,amusement,608,S,6.75
S136,toaster,468,S,5.83
S136,dancer,484,L,7.6
S136,blindness,495,L,6.93
S136,costly,414,S,8.35
S136,parking,412,L,7.57
S136,conductor,433,L,6.99
S136,effortless,412,S,7.81
S136,listener,393,S,8.03
S136,dreamer,468,L,7.75
S136,bossy,573,S,6.31
S136,attacker,424,S,8.13
S136,bootless,461,L,6.85
S136,detectable,570,S,6.89
S136,tutoring,599,S,6.212606096
S136,jumping,398,L,7.24
S136,dampish,636,L,6.43
S136,doubtful,581,L,8.33
S136,boneless,578,L,7.31
S136,dullness,532,S,6.56
S136,editor,572,L,7.17
S136,faithful,466,L,7.19
S136,mildness,546,S,6.52
S136,cleaner,440,L,7.96
S136,renter,512,L,7.43
S136,raider,501,S,6.22
S136,boldness,533,S,5.94
S136,dietary,450,S,7.07
S136,kicking,475,L,6.92
S136,striker,405,L,8.14
S136,locally,398,S,8.41
S136,peaking,488,S,6.3
S136,cooling,545,L,7.27
S136,swimmer,424,L,7.04
S136,tossing,468,S,6.01
S136,buyer,492,S,8.39
S136,locker,449,L,7.41
S136,feeder,419,L,7.94
S137,raider,819,S,6.22
S137,collector,644,L,8.08
S137,dietary,666,S,7.07
S137,composer,587,L,7.08
S137,weedy,907,L,6.59
S137,bootless,536,L,6.85
S137,striker,574,L,8.14
S137,insistent,713,S,7.4
S137,planner,503,S,8.61
S137,parking,645,L,7.57
S137,richness,763,S,7.96
S137,renter,800,L,7.43
S137,blindness,619,L,6.93
S137,bomber,821,L,7.1
S137,detectable,823,S,6.89
S137,painter,534,L,8.21
S137,wrongly,858,L,8.17
S137,boneless,651,L,7.31
S137,magical,710,S,6.92
S137,dullness,658,S,6.56
S137,guileless,798,L,4.11
S137,professor,487,L,8.18
S137,shameful,602,L,6.9
S137,widowed,686,S,6.21
S137,seeker,624,S,7.68
S137,heater,834,L,7.97
S137,mossy,601,S,5
S137,laughing,684,L,8.34
S137,flexible,625,L,6.5
S137,effortless,576,S,7.81
S137,boldness,566,S,5.94
S137,avoidable,787,S,7.68
S137,editor,629,L,7.17
S137,campaigner,931,S,7.6
S137,guilty,521,S,7.36
S137,sailor,728,L,6.61
S137,dryness,779,L,7.77
S137,chilly,562,S,6.19
S137,dancer,614,L,7.6
S137,locker,599,L,7.41
S137,faithful,605,L,7.19
S137,tutoring,724,S,6.212606096
S137,neatly,909,S,6.83
S137,risky,500,S,7.51
S137,buyer,528,S,8.39
S137,puncher,668,L,5.78
S137,madness,747,L,7.17
S137,destroyer,493,S,7.55
S137,feeder,513,L,7.94
S137,barker,906,L,5.96
S137,allowance,845,S,8.52
S137,angelic,673,S,6.34
S137,singer,567,S,7.69
S137,dreamer,619,L,7.75
S137,deafness,991,L,5.67
S137,densely,704,S,6.48
S137,thruster,712,S,6.37
S137,costly,613,S,8.35
S137,quietly,517,L,7.9
S137,verbal,936,L,6.05
S137,listener,548,S,8.03
S137,harmless,805,S,7
S137,shapely,756,L,7.55
S137,lender,609,S,6.22
S137,cleaner,639,L,7.96
S137,design,666,S,8.1
S137,locally,588,S,8.41
S137,teacher,626,S,8.64
S137,jumping,993,L,7.24
S137,doubtful,611,L,8.33
S137,toaster,541,S,5.83
S137,strangeness,595,S,7.98
S137,bearded,649,S,6.36
S137,stylish,10505,L,7.66
S137,swimmer,588,L,7.04
S137,hunter,554,L,7.47
S137,noticeable,722,S,8.14
S137,hugely,989,S,7.56
S137,creamy,548,L,6.67
S137,pusher,587,L,7.83
S137,tossing,805,S,6.01
S137,attacker,630,S,8.13
S137,amazement,685,S,6.78
S137,jailer,825,S,6.52
S137,guarding,602,L,7.62
S137,awareness,551,S,7.78
S137,mildness,638,S,6.52
S137,peaking,638,S,6.3
S137,cloudless,957,L,7.07
S137,enjoyment,604,S,7.93
S137,grimly,824,S,6.31
S137,dampish,972,L,6.43
S137,bossy,648,S,6.31
S137,cooling,604,L,7.27
S137,excitement,567,L,7.56
S137,kicking,614,L,6.92
S137,amusement,566,S,6.75
S137,conductor,676,L,6.99
S137,speller,589,L,6.66
S137,knocker,585,L,7.01
S138,singer,989,S,7.69
S138,design,458,S,8.1
S138,bomber,496,L,7.1
S138,risky,529,S,7.51
S138,dreamer,484,L,7.75
S138,barker,489,L,5.96
S138,hugely,592,S,7.56
S138,richness,536,S,7.96
S138,shapely,841,L,7.55
S138,destroyer,797,S,7.55
S138,conductor,941,L,6.99
S138,guilty,493,S,7.36
S138,guileless,606,L,4.11
S138,thruster,597,S,6.37
S138,attacker,976,S,8.13
S138,mildness,693,S,6.52
S138,amazement,671,S,6.78
S138,dietary,880,S,7.07
S138,listener,514,S,8.03
S138,doubtful,654,L,8.33
S138,chilly,704,S,6.19
S138,dancer,523,L,7.6
S138,mossy,474,S,5
S138,widowed,811,S,6.21
S138,stylish,636,L,7.66
S138,insistent,747,S,7.4
S138,campaigner,829,S,7.6
S138,editor,590,L,7.17
S138,jumping,523,L,7.24
S138,costly,642,S,8.35
S138,cloudless,683,L,7.07
S138,weedy,624,L,6.59
S138,boneless,691,L,7.31
S138,flexible,604,L,6.5
S138,dryness,627,L,7.77
S138,neatly,611,S,6.83
S138,parking,676,L,7.57
S138,composer,546,L,7.08
S138,lender,696,S,6.22
S138,painter,471,L,8.21
S138,seeker,718,S,7.68
S138,madness,585,L,7.17
S138,magical,478,S,6.92
S138,teacher,422,S,8.64
S138,planner,680,S,8.61
S138,bossy,511,S,6.31
S138,heater,526,L,7.97
S138,speller,623,L,6.66
S138,raider,639,S,6.22
S138,locally,788,S,8.41
S138,hunter,398,L,7.47
S138,verbal,426,L,6.05
S138,dampish,598,L,6.43
S138,grimly,922,S,6.31
S138,harmless,537,S,7
S138,quietly,607,L,7.9
S138,detectable,707,S,6.89
S138,strangeness,994,S,7.98
S138,enjoyment,457,S,7.93
S138,buyer,514,S,8.39
S138,wrongly,624,L,8.17
S138,kicking,592,L,6.92
S138,boldness,606,S,5.94
S138,tossing,599,S,6.01
S138,blindness,532,L,6.93
S138,angelic,635,S,6.34
S138,excitement,607,L,7.56
S138,guarding,764,L,7.62
S138,densely,588,S,6.48
S138,laughing,460,L,8.34
S138,feeder,638,L,7.94
S138,toaster,617,S,5.83
S138,bootless,737,L,6.85
S138,awareness,565,S,7.78
S138,cooling,584,L,7.27
S138,locker,445,L,7.41
S138,shameful,557,L,6.9
S138,sailor,455,L,6.61
S138,allowance,440,S,8.52
S138,swimmer,692,L,7.04
S138,noticeable,688,S,8.14
S138,peaking,763,S,6.3
S138,striker,479,L,8.14
S138,jailer,514,S,6.52
S138,pusher,386,L,7.83
S138,professor,474,L,8.18
S138,cleaner,521,L,7.96
S138,knocker,592,L,7.01
S138,faithful,576,L,7.19
S138,renter,785,L,7.43
S138,tutoring,596,S,6.212606096
S138,puncher,455,L,5.78
S138,amusement,594,S,6.75
S138,deafness,593,L,5.67
S138,bearded,582,S,6.36
S138,creamy,544,L,6.67
S138,effortless,704,S,7.81
S138,dullness,879,S,6.56
S138,collector,678,L,8.08
S138,avoidable,725,S,7.68
S139,mossy,569,S,5
S139,shameful,548,L,6.9
S139,dullness,465,S,6.56
S139,swimmer,792,L,7.04
S139,densely,725,S,6.48
S139,planner,545,S,8.61
S139,professor,520,L,8.18
S139,parking,483,L,7.57
S139,guileless,505,L,4.11
S139,collector,444,L,8.08
S139,bossy,429,S,6.31
S139,pusher,651,L,7.83
S139,guarding,574,L,7.62
S139,wrongly,653,L,8.17
S139,amusement,546,S,6.75
S139,peaking,685,S,6.3
S139,thruster,671,S,6.37
S139,laughing,542,L,8.34
S139,renter,745,L,7.43
S139,hunter,481,L,7.47
S139,singer,677,S,7.69
S139,grimly,511,S,6.31
S139,detectable,651,S,6.89
S139,teacher,550,S,8.64
S139,heater,508,L,7.97
S139,bootless,490,L,6.85
S139,campaigner,471,S,7.6
S139,shapely,2092,L,7.55
S139,creamy,700,L,6.67
S139,blindness,594,L,6.93
S139,tutoring,564,S,6.212606096
S139,boldness,530,S,5.94
S139,buyer,553,S,8.39
S139,stylish,589,L,7.66
S139,guilty,595,S,7.36
S139,verbal,526,L,6.05
S139,painter,995,L,8.21
S139,enjoyment,613,S,7.93
S139,sailor,538,L,6.61
S139,dreamer,577,L,7.75
S139,neatly,545,S,6.83
S139,striker,568,L,8.14
S139,dancer,447,L,7.6
S139,composer,570,L,7.08
S139,effortless,508,S,7.81
S139,dietary,1977,S,7.07
S139,feeder,464,L,7.94
S139,destroyer,589,S,7.55
S139,dryness,494,L,7.77
S139,hugely,520,S,7.56
S139,puncher,471,L,5.78
S139,design,477,S,8.1
S139,noticeable,727,S,8.14
S139,locally,830,S,8.41
S139,jumping,519,L,7.24
S139,quietly,470,L,7.9
S139,madness,515,L,7.17
S139,chilly,422,S,6.19
S139,lender,499,S,6.22
S139,angelic,706,S,6.34
S139,tossing,664,S,6.01
S139,insistent,781,S,7.4
S139,magical,526,S,6.92
S139,risky,416,S,7.51
S139,editor,503,L,7.17
S139,weedy,602,L,6.59
S139,avoidable,994,S,7.68
S139,seeker,646,S,7.68
S139,costly,1836,S,8.35
S139,harmless,679,S,7
S139,excitement,550,L,7.56
S139,doubtful,415,L,8.33
S139,locker,551,L,7.41
S139,raider,815,S,6.22
S139,toaster,611,S,5.83
S139,dampish,837,L,6.43
S139,cloudless,772,L,7.07
S139,flexible,461,L,6.5
S139,cleaner,548,L,7.96
S139,amazement,499,S,6.78
S139,listener,643,S,8.03
S139,mildness,465,S,6.52
S139,speller,571,L,6.66
S139,barker,681,L,5.96
S139,boneless,701,L,7.31
S139,awareness,539,S,7.78
S139,richness,589,S,7.96
S139,faithful,478,L,7.19
S139,bearded,540,S,6.36
S139,widowed,617,S,6.21
S139,cooling,995,L,7.27
S139,strangeness,507,S,7.98
S139,attacker,487,S,8.13
S139,allowance,946,S,8.52
S139,deafness,901,L,5.67
S139,knocker,635,L,7.01
S139,jailer,615,S,6.52
S139,conductor,530,L,6.99
S139,bomber,571,L,7.1
S139,kicking,416,L,6.92
S140,doubtful,994,L,8.33
S140,attacker,989,S,8.13
S140,teacher,990,S,8.64
S140,design,992,S,8.1
S140,speller,996,L,6.66
S140,wrongly,995,L,8.17
S140,locker,996,L,7.41
S140,planner,994,S,8.61
S140,kicking,989,L,6.92
S140,dietary,996,S,7.07
S140,peaking,988,S,6.3
S140,cooling,991,L,7.27
S140,magical,991,S,6.92
S140,cleaner,994,L,7.96
S140,guilty,995,S,7.36
S140,bossy,995,S,6.31
S140,madness,992,L,7.17
S140,effortless,995,S,7.81
S140,neatly,994,S,6.83
S140,weedy,987,L,6.59
S140,dreamer,995,L,7.75
S140,striker,992,L,8.14
S140,faithful,986,L,7.19
S140,enjoyment,989,S,7.93
S140,awareness,996,S,7.78
S140,quietly,990,L,7.9
S140,editor,987,L,7.17
S140,toaster,994,S,5.83
S140,hunter,989,L,7.47
S140,grimly,994,S,6.31
S140,shapely,988,L,7.55
S140,costly,995,S,8.35
S140,mildness,992,S,6.52
S140,barker,995,L,5.96
S140,jumping,994,L,7.24
S140,lender,994,S,6.22
S140,collector,991,L,8.08
S140,insistent,995,S,7.4
S140,boldness,994,S,5.94
S140,jailer,991,S,6.52
S140,swimmer,994,L,7.04
S140,feeder,989,L,7.94
S140,dancer,990,L,7.6
S140,verbal,996,L,6.05
S140,bomber,994,L,7.1
S140,detectable,993,S,6.89
S140,widowed,992,S,6.21
S140,densely,990,S,6.48
S140,destroyer,996,S,7.55
S140,risky,992,S,7.51
S140,renter,993,L,7.43
S140,chilly,994,S,6.19
S140,strangeness,993,S,7.98
S140,noticeable,995,S,8.14
S140,blindness,991,L,6.93
S140,avoidable,995,S,7.68
S140,bearded,991,S,6.36
S140,campaigner,990,S,7.6
S140,singer,994,S,7.69
S140,sailor,993,L,6.61
S140,dullness,995,S,6.56
S140,stylish,991,L,7.66
S140,thruster,994,S,6.37
S140,deafness,992,L,5.67
S140,tossing,993,S,6.01
S140,excitement,994,L,7.56
S140,professor,992,L,8.18
S140,allowance,993,S,8.52
S140,creamy,990,L,6.67
S140,buyer,994,S,8.39
S140,hugely,997,S,7.56
S140,guileless,993,L,4.11
S140,shameful,997,L,6.9
S140,mossy,991,S,5
S140,conductor,991,L,6.99
S140,cloudless,992,L,7.07
S140,pusher,995,L,7.83
S140,raider,993,S,6.22
S140,knocker,995,L,7.01
S140,richness,992,S,7.96
S140,locally,993,S,8.41
S140,angelic,996,S,6.34
S140,guarding,992,L,7.62
S140,tutoring,994,S,6.212606096
S140,puncher,989,L,5.78
S140,boneless,994,L,7.31
S140,dampish,990,L,6.43
S140,bootless,994,L,6.85
S140,amazement,989,S,6.78
S140,composer,994,L,7.08
S140,heater,990,L,7.97
S140,harmless,994,S,7
S140,flexible,993,L,6.5
S140,seeker,994,S,7.68
S140,parking,993,L,7.57
S140,painter,995,L,8.21
S140,listener,996,S,8.03
S140,dryness,993,L,7.77
S140,amusement,995,S,6.75
S140,laughing,993,L,8.34
S141,locally,630,S,8.41
S141,dietary,776,S,7.07
S141,shameful,601,L,6.9
S141,puncher,812,L,5.78
S141,mildness,954,S,6.52
S141,tossing,989,S,6.01
S141,flexible,614,L,6.5
S141,barker,671,L,5.96
S141,painter,594,L,8.21
S141,deafness,993,L,5.67
S141,detectable,859,S,6.89
S141,boneless,733,L,7.31
S141,wrongly,855,L,8.17
S141,enjoyment,871,S,7.93
S141,risky,879,S,7.51
S141,parking,919,L,7.57
S141,kicking,692,L,6.92
S141,dampish,991,L,6.43
S141,stylish,878,L,7.66
S141,hugely,988,S,7.56
S141,raider,991,S,6.22
S141,planner,847,S,8.61
S141,richness,996,S,7.96
S141,widowed,996,S,6.21
S141,destroyer,843,S,7.55
S141,bootless,757,L,6.85
S141,strangeness,842,S,7.98
S141,bossy,750,S,6.31
S141,listener,539,S,8.03
S141,doubtful,596,L,8.33
S141,attacker,938,S,8.13
S141,professor,873,L,8.18
S141,guileless,994,L,4.11
S141,teacher,761,S,8.64
S141,singer,779,S,7.69
S141,densely,884,S,6.48
S141,quietly,598,L,7.9
S141,harmless,920,S,7
S141,laughing,990,L,8.34
S141,buyer,572,S,8.39
S141,feeder,911,L,7.94
S141,peaking,535,S,6.3
S141,angelic,847,S,6.34
S141,blindness,762,L,6.93
S141,chilly,799,S,6.19
S141,faithful,553,L,7.19
S141,costly,834,S,8.35
S141,conductor,829,L,6.99
S141,swimmer,993,L,7.04
S141,allowance,991,S,8.52
S141,dreamer,992,L,7.75
S141,sailor,821,L,6.61
S141,dancer,489,L,7.6
S141,knocker,540,L,7.01
S141,cooling,993,L,7.27
S141,jailer,848,S,6.52
S141,tutoring,992,S,6.212606096
S141,grimly,995,S,6.31
S141,bomber,869,L,7.1
S141,boldness,765,S,5.94
S141,effortless,800,S,7.81
S141,renter,789,L,7.43
S141,avoidable,608,S,7.68
S141,madness,617,L,7.17
S141,bearded,635,S,6.36
S141,pusher,460,L,7.83
S141,guarding,858,L,7.62
S141,excitement,577,L,7.56
S141,lender,519,S,6.22
S141,toaster,843,S,5.83
S141,mossy,492,S,5
S141,weedy,855,L,6.59
S141,hunter,989,L,7.47
S141,insistent,827,S,7.4
S141,verbal,594,L,6.05
S141,seeker,830,S,7.68
S141,creamy,990,L,6.67
